iter	Passed	Remaining
1417	2313852	14003866
1418	2315707	14003581
1419	2317642	14003785
1420	2319332	14002499
1421	2320875	14000330
1422	2322820	14000583
1423	2324775	14000894
1424	2326437	13999440
1425	2328131	13998178
1426	2329687	13996082
1427	2331335	13994543
1428	2332999	13993099
1429	2334739	13992108
1430	2336648	13992134
1431	2338553	13992128
1432	2340293	13991133
1433	2341901	13989349
1434	2343986	13990412
1435	2345566	13988460
1436	2347020	13985759
1437	2348616	13983901
1438	2350399	13983162
1439	2351797	13980127
1440	2353403	13978336
1441	2354950	13976188
1442	2356514	13974147
1443	2358273	13973260
1444	2360047	13972461
1445	2361944	13972387
1446	2363574	13970731
1447	2365172	13968893
1448	2367100	13968995
